f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
301.2052,631.0136000000002,947.7443999999998,1139.6648,1858.0,3158.0,4728.0,5454.0,42.0,90.0,136.0,166.0,226.0,560.0,804.0,858.0,20.693800000000003,47.20580000000002,69.92479999999999,80.48299999999999,qmof-bfe65fd_primitive
271.0355,579.0046000000002,874.1991999999998,1036.8355999999997,1694.0,2890.0,4276.0,4874.0,39.0,84.0,128.0,154.0,212.0,526.0,752.0,778.0,19.0351,43.801200000000016,64.8088,72.7234,qmof-bfe65fd_primitive
237.4211,517.5904,802.7341999999996,934.0264,1019.0,2296.0,3290.0,3262.0,36.0,78.0,122.0,148.0,200.0,502.0,734.0,784.0,16.0868,39.10220000000001,58.21700000000002,63.27000000000002,qmof-bfe65fd_primitive
337.9158,693.6494000000005,1045.6656,1291.8376000000003,1800.0,3308.0,5084.0,5736.0,46.0,98.0,148.0,188.0,246.0,614.0,900.0,1040.0,22.043000000000003,50.81100000000002,76.00359999999999,90.10159999999998,qmof-bfe65fd_primitive
270.03529999999995,554.097,850.1853999999998,1042.2402,1094.0,2244.0,3268.0,3852.0,40.0,82.0,128.0,158.0,210.0,508.0,712.0,866.0,16.484800000000003,38.82700000000001,56.60000000000001,69.23420000000002,qmof-f4ad3f6_primitive
111.0405,189.159,288.50139999999993,264.35740000000004,504.0,840.0,1126.0,1048.0,14.0,26.0,38.0,34.0,64.0,136.0,142.0,142.0,6.176599999999998,12.5818,16.015800000000006,15.2098,qmof-f4ad3f6_primitive
83.0244,131.63099999999997,188.4004,175.845,402.0,624.0,832.0,546.0,10.0,18.0,24.0,24.0,42.0,90.0,88.0,64.0,4.776999999999999,9.1938,11.2792,9.256799999999998,qmof-f4ad3f6_primitive
253.8546,539.6436000000001,826.8907999999999,980.2094000000004,4266.0,3630.0,5872.0,9684.0,36.0,78.0,120.0,142.0,198.0,492.0,700.0,694.0,20.545,43.72300000000001,66.32080000000002,76.7256,qmof-90d886e_primitive
207.557,502.18840000000006,799.2487999999998,834.3788000000001,1142.0,2428.0,3424.0,2980.0,32.0,76.0,124.0,136.0,224.0,664.0,900.0,684.0,15.134400000000005,39.610400000000006,59.08280000000001,55.64360000000001,qmof-90d886e_primitive
211.4786,506.0644,814.8319999999999,868.9739999999999,2366.0,2836.0,4808.0,4972.0,32.0,76.0,124.0,136.0,224.0,664.0,900.0,684.0,16.2971,40.79620000000001,63.61980000000001,63.42359999999999,qmof-90d886e_primitive
239.6418,525.9756000000001,799.5548,924.3766000000002,2466.0,2838.0,4288.0,4800.0,36.0,78.0,120.0,142.0,198.0,492.0,700.0,694.0,17.6959,40.627600000000015,60.13000000000002,64.81580000000002,qmof-90d886e_primitive
195.4782,417.7004,677.1875999999999,761.4180000000002,942.0,2048.0,2976.0,2868.0,26.0,60.0,98.0,116.0,182.0,556.0,766.0,676.0,12.745,32.03520000000001,48.0422,50.807600000000015,qmof-0592de4_primitive
141.3994,280.551,453.5804,514.8969999999999,622.0,1248.0,1796.0,1882.0,20.0,42.0,68.0,80.0,114.0,292.0,388.0,412.0,8.882000000000001,20.95940000000001,30.614799999999995,33.7552,qmof-0592de4_primitive
86.5382,194.361,303.356,297.48720000000003,320.0,768.0,944.0,720.0,14.0,30.0,48.0,48.0,82.0,208.0,244.0,194.0,5.503799999999999,13.9678,19.0288,16.296,qmof-0592de4_primitive
98.6524,90.744,475.212,0.0,682.0,1512.0,2430.0,0.0,7.0,12.0,30.0,0.0,42.0,72.0,30.0,0.0,4.3702000000000005,9.8832,15.123,0.0,qmof-9b2e2e4_primitive
67.48599999999999,150.1518,216.16600000000005,156.5466,756.0,1240.0,1684.0,1352.0,10.0,22.0,32.0,24.0,54.0,130.0,176.0,94.0,5.8512,13.2086,18.666,12.7954,qmof-9b2e2e4_primitive
67.48599999999999,150.1518,216.16600000000005,156.5466,756.0,1240.0,1684.0,1352.0,10.0,22.0,32.0,24.0,54.0,130.0,176.0,94.0,5.8512,13.2086,18.666,12.7954,qmof-9b2e2e4_primitive
267.73459999999994,545.5980000000001,992.9044,1362.204,1034.0,2160.0,3310.0,3762.0,41.0,84.0,156.0,224.0,240.0,636.0,974.0,1126.0,16.2265,38.93120000000001,63.165600000000005,81.76440000000002,qmof-c795296_primitive
267.73459999999994,545.5980000000001,992.9044,1362.204,1034.0,2160.0,3310.0,3762.0,41.0,84.0,156.0,224.0,240.0,636.0,974.0,1126.0,16.2265,38.93120000000001,63.165600000000005,81.76440000000002,qmof-c795296_primitive
86.34939999999999,135.20099999999996,169.53039999999993,109.19099999999996,472.0,744.0,928.0,600.0,10.0,18.0,20.0,14.0,38.0,72.0,60.0,48.0,5.689,10.425800000000002,11.3716,8.054200000000002,qmof-c795296_primitive
86.34939999999999,135.20099999999996,169.53039999999993,109.19099999999996,472.0,744.0,928.0,600.0,10.0,18.0,20.0,14.0,38.0,72.0,60.0,48.0,5.689,10.425800000000002,11.371600000000004,8.054200000000002,qmof-c795296_primitive
260.8387,584.7430000000002,904.3978,1074.689,1042.0,2440.0,3430.0,3368.0,41.0,88.0,136.0,168.0,224.0,552.0,758.0,786.0,17.256100000000004,42.47440000000001,61.33120000000002,66.19320000000002,qmof-8333f8b_primitive
260.8387,584.7430000000002,904.3978,1074.689,1042.0,2440.0,3430.0,3368.0,41.0,88.0,136.0,168.0,224.0,552.0,758.0,786.0,17.256100000000004,42.47440000000001,61.33120000000002,66.19320000000002,qmof-8333f8b_primitive
118.71439999999998,219.096,337.3204,385.387,548.0,1008.0,1456.0,1420.0,16.0,32.0,48.0,58.0,80.0,192.0,256.0,250.0,7.4224,16.262400000000003,23.04480000000001,24.6794,qmof-8333f8b_primitive
118.7144,219.096,337.3204,385.387,548.0,1008.0,1456.0,1420.0,16.0,32.0,48.0,58.0,80.0,192.0,256.0,250.0,7.4224,16.262400000000003,23.04480000000001,24.6794,qmof-8333f8b_primitive
143.63499999999996,321.912,560.5984,681.3700000000001,3430.0,2088.0,4024.0,4876.0,20.0,48.0,84.0,104.0,156.0,504.0,708.0,560.0,10.7051,26.103000000000005,42.9878,48.5356,qmof-11e08f9_primitive
105.7094,180.08099999999996,259.2904,266.095,476.0,792.0,1024.0,742.0,14.0,26.0,36.0,40.0,62.0,138.0,148.0,128.0,6.236599999999998,12.705000000000002,15.930000000000009,14.4552,qmof-11e08f9_primitive
105.7094,180.08099999999996,259.2904,266.095,476.0,792.0,1024.0,742.0,14.0,26.0,36.0,40.0,62.0,138.0,148.0,128.0,6.236599999999999,12.705000000000002,15.930000000000003,14.4552,qmof-11e08f9_primitive
107.945,182.427,263.9824,274.835,3284.0,1416.0,2272.0,2198.0,14.0,26.0,36.0,40.0,62.0,138.0,148.0,128.0,8.0597,14.2912,19.1024,19.152,qmof-11e08f9_primitive
353.3019999999999,745.1610000000004,1236.8791999999996,1644.9500000000005,1630.0,3504.0,5600.0,6908.0,50.0,110.0,180.0,244.0,290.0,750.0,1156.0,1380.0,23.63220000000001,57.14940000000003,90.5956,115.17400000000002,qmof-40f78ce_primitive
248.57479999999995,510.53899999999993,799.0743999999997,1087.3199999999997,1208.0,2480.0,3904.0,4992.0,34.0,74.0,116.0,160.0,190.0,490.0,772.0,968.0,17.001800000000003,39.688200000000016,61.82200000000002,81.43520000000002,qmof-40f78ce_primitive
239.189,501.847,738.9087999999999,1020.158,1202.0,2488.0,3856.0,5168.0,32.0,70.0,104.0,144.0,174.0,446.0,704.0,896.0,16.726400000000005,38.42780000000001,58.34160000000001,79.22000000000003,qmof-40f78ce_primitive
171.88059999999993,376.278,619.6564,658.4900000000002,6382.0,3000.0,6184.0,7388.0,24.0,56.0,92.0,104.0,172.0,528.0,700.0,564.0,14.8998,32.43240000000001,52.4896,56.8976,qmof-21b5725_primitive
171.88059999999993,376.278,619.6564,658.4900000000002,6382.0,3000.0,6184.0,7388.0,24.0,56.0,92.0,104.0,172.0,528.0,700.0,564.0,14.8998,32.43240000000001,52.4896,56.8976,qmof-21b5725_primitive
202.492,380.409,571.9204,763.0619999999999,6646.0,3216.0,5392.0,8688.0,26.0,54.0,80.0,108.0,134.0,334.0,496.0,592.0,17.788000000000004,33.58740000000001,50.7032,71.0556,qmof-21b5725_primitive
202.492,380.409,571.9204,763.0619999999999,6646.0,3216.0,5392.0,8688.0,26.0,54.0,80.0,108.0,134.0,334.0,496.0,592.0,17.788000000000004,33.58740000000001,50.7032,71.0556,qmof-21b5725_primitive
166.04879999999997,304.93599999999986,432.7923999999998,579.0093999999998,804.0,1408.0,2176.0,2776.0,20.0,40.0,56.0,74.0,96.0,232.0,328.0,382.0,9.553999999999998,20.64080000000001,29.7592,37.47460000000001,qmof-82276a2_primitive
166.04879999999997,304.93599999999986,432.7923999999998,579.0093999999998,804.0,1408.0,2176.0,2776.0,20.0,40.0,56.0,74.0,96.0,232.0,328.0,382.0,9.553999999999998,20.64080000000001,29.7592,37.47460000000001,qmof-82276a2_primitive
166.04879999999997,304.93599999999986,432.7923999999998,579.0093999999998,804.0,1408.0,2176.0,2776.0,20.0,40.0,56.0,74.0,96.0,232.0,328.0,382.0,9.553999999999998,20.64080000000001,29.7592,37.47460000000001,qmof-82276a2_primitive
166.04879999999997,304.93599999999986,432.7923999999998,579.0093999999998,804.0,1408.0,2176.0,2776.0,20.0,40.0,56.0,74.0,96.0,232.0,328.0,382.0,9.553999999999998,20.64080000000001,29.7592,37.47460000000001,qmof-82276a2_primitive
327.37870000000004,748.0806000000006,1164.1080000000004,1383.0750000000005,1333.0,3210.0,4548.0,4500.0,52.0,114.0,180.0,222.0,294.0,744.0,1104.0,1206.0,22.410000000000007,56.04300000000003,83.90280000000001,92.34059999999997,qmof-81072bf_primitive
327.37870000000004,748.0806000000006,1164.1080000000004,1383.0750000000005,1333.0,3210.0,4548.0,4500.0,52.0,114.0,180.0,222.0,294.0,744.0,1104.0,1206.0,22.41000000000001,56.04300000000003,83.90280000000001,92.3406,qmof-81072bf_primitive
327.37870000000004,748.0806000000006,1164.1080000000004,1383.0750000000005,1333.0,3210.0,4548.0,4500.0,52.0,114.0,180.0,222.0,294.0,744.0,1104.0,1206.0,22.41000000000001,56.04300000000003,83.90280000000001,92.3406,qmof-81072bf_primitive
327.37870000000004,748.0806000000006,1164.1080000000002,1383.075,1333.0,3210.0,4548.0,4500.0,52.0,114.0,180.0,222.0,294.0,744.0,1104.0,1206.0,22.410000000000007,56.04300000000003,83.90279999999998,92.34059999999994,qmof-81072bf_primitive
426.6463999999999,867.3570000000007,1426.759199999999,1903.3280000000009,2030.0,4176.0,6576.0,8552.0,58.0,126.0,204.0,276.0,330.0,846.0,1308.0,1636.0,28.135400000000025,66.38940000000004,104.4604,137.27,qmof-d76bd38_primitive
141.39939999999996,319.566,553.5604,667.9380000000001,622.0,1464.0,2152.0,2172.0,20.0,48.0,84.0,104.0,156.0,504.0,708.0,560.0,8.882000000000001,24.516800000000007,38.229200000000006,40.66640000000001,qmof-d76bd38_primitive
196.5548,421.66800000000006,683.5379999999999,935.5274,920.0,2016.0,3048.0,4166.0,26.0,60.0,96.0,128.0,180.0,552.0,840.0,882.0,12.2586,31.323600000000013,48.60960000000001,63.18480000000004,qmof-d76bd38_primitive
332.6571,735.2286000000006,1099.389,1256.4300000000003,1287.0,2994.0,3900.0,3414.0,54.0,114.0,174.0,210.0,288.0,708.0,978.0,978.0,22.258200000000016,54.28740000000003,76.83420000000002,79.06740000000002,qmof-4aab35a_primitive
332.6571,735.2286000000007,1099.3890000000006,1256.4300000000003,1287.0,2994.0,3900.0,3414.0,54.0,114.0,174.0,210.0,288.0,708.0,978.0,978.0,22.25820000000001,54.28740000000003,76.8342,79.0674,qmof-4aab35a_primitive
332.6571,735.2286000000007,1099.3890000000006,1256.4300000000003,1287.0,2994.0,3900.0,3414.0,54.0,114.0,174.0,210.0,288.0,708.0,978.0,978.0,22.25820000000001,54.28740000000003,76.83420000000001,79.06740000000003,qmof-4aab35a_primitive
332.65710000000007,735.2286000000007,1099.3890000000006,1256.4300000000003,1287.0,2994.0,3900.0,3414.0,54.0,114.0,174.0,210.0,288.0,708.0,978.0,978.0,22.25820000000001,54.28740000000003,76.8342,79.06740000000005,qmof-4aab35a_primitive
235.4644,490.926,776.9403999999998,979.497,988.0,2112.0,3088.0,3300.0,36.0,76.0,120.0,158.0,196.0,492.0,712.0,798.0,15.632400000000002,37.42200000000001,55.877600000000015,65.53740000000002,qmof-b4945bb_primitive
353.88379999999995,726.9030000000002,1230.2864000000002,1439.926,1328.0,2808.0,4016.0,4624.0,54.0,110.0,188.0,220.0,298.0,718.0,916.0,1036.0,20.59260000000001,49.69580000000002,73.23480000000004,84.66840000000002,qmof-b4945bb_primitive
122.2282,268.821,406.22,458.81200000000007,466.0,1080.0,1400.0,1288.0,20.0,42.0,64.0,76.0,106.0,258.0,352.0,360.0,8.149200000000002,19.8506,27.907200000000003,28.9716,qmof-b4945bb_primitive
180.11940000000004,357.3060000000001,669.4754,976.772,630.0,1272.0,2126.0,2696.0,28.0,56.0,108.0,158.0,164.0,440.0,720.0,890.0,9.977199999999998,24.332000000000004,41.19480000000001,58.57900000000001,qmof-b0e510d_primitive
180.11940000000004,357.3060000000001,669.4753999999999,976.7720000000002,630.0,1272.0,2126.0,2696.0,28.0,56.0,108.0,158.0,164.0,440.0,720.0,890.0,9.9772,24.332000000000008,41.19480000000001,58.579000000000015,qmof-b0e510d_primitive
180.11940000000004,357.3060000000001,669.4754,976.772,630.0,1272.0,2126.0,2696.0,28.0,56.0,108.0,158.0,164.0,440.0,720.0,890.0,9.977199999999998,24.332000000000004,41.19480000000001,58.57900000000001,qmof-b0e510d_primitive
180.1194,357.3060000000001,669.4754,976.772,630.0,1272.0,2126.0,2696.0,28.0,56.0,108.0,158.0,164.0,440.0,720.0,890.0,9.977199999999998,24.332000000000004,41.19480000000001,58.57900000000001,qmof-b0e510d_primitive
229.0032,503.9310000000001,872.042,1067.9420000000002,696.0,1680.0,2384.0,2756.0,40.0,82.0,148.0,180.0,230.0,570.0,748.0,840.0,13.6232,34.94260000000001,53.19880000000002,62.26360000000002,qmof-f43e45a_primitive
154.4044,306.561,486.2404,592.192,694.0,1392.0,2080.0,2164.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,460.0,10.0678,23.331000000000003,34.8104,39.91000000000002,qmof-f43e45a_primitive
302.082,618.5704000000002,1005.3827999999996,1243.3154000000002,1764.0,2932.0,4476.0,5424.0,44.0,92.0,152.0,190.0,244.0,604.0,836.0,954.0,20.11640000000001,46.10920000000002,69.77360000000002,84.60140000000003,qmof-f43e45a_primitive
177.08939999999996,355.011,557.1304,682.4419999999999,768.0,1560.0,2272.0,2360.0,26.0,54.0,84.0,108.0,138.0,342.0,484.0,524.0,11.5274,26.84220000000001,39.461200000000005,45.10840000000001,qmof-f59c253_primitive
176.40519999999995,324.717,522.5523999999999,666.6588,854.0,1584.0,2464.0,2840.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,476.0,10.8022,24.378200000000007,36.90480000000001,43.882000000000005,qmof-f59c253_primitive
202.68259999999995,416.6908,711.4627999999998,958.5780000000002,1262.0,2248.0,3800.0,5044.0,24.0,56.0,96.0,128.0,176.0,560.0,840.0,800.0,12.707999999999998,31.022,51.2332,65.46000000000002,qmof-e99ae25_primitive
169.46819999999997,365.6804,625.1676,797.7300000000004,798.0,1760.0,2688.0,3060.0,22.0,52.0,90.0,116.0,166.0,532.0,774.0,676.0,10.3734,27.292000000000005,43.29900000000001,50.31480000000002,qmof-e99ae25_primitive
99.3544,161.21099999999996,195.54039999999992,135.20099999999996,544.0,888.0,1072.0,744.0,12.0,22.0,24.0,18.0,46.0,88.0,76.0,64.0,6.8748000000000005,12.797400000000003,13.743200000000003,10.425800000000002,qmof-e99ae25_primitive
99.35439999999998,161.21099999999996,195.54039999999992,135.20099999999996,544.0,888.0,1072.0,744.0,12.0,22.0,24.0,18.0,46.0,88.0,76.0,64.0,6.8748000000000005,12.797400000000003,13.743200000000003,10.425800000000002,qmof-e99ae25_primitive
167.40939999999998,371.586,605.5803999999998,631.626,766.0,1752.0,2440.0,1980.0,24.0,56.0,92.0,104.0,172.0,528.0,700.0,564.0,11.253600000000002,29.26000000000001,42.97240000000001,41.1592,qmof-35e2d08_primitive
196.44940000000005,399.891,730.9804,998.0010000000002,772.0,1608.0,2524.0,2496.0,30.0,62.0,116.0,170.0,178.0,480.0,760.0,840.0,12.075,29.121400000000005,48.03400000000001,60.03460000000001,qmof-35e2d08_primitive
224.5182,446.0054,801.9996000000001,1122.9770000000003,948.0,1904.0,3000.0,3224.0,32.0,66.0,122.0,182.0,188.0,508.0,814.0,940.0,13.5664,31.896600000000003,52.79980000000001,68.51500000000001,qmof-35e2d08_primitive
196.44940000000005,399.891,730.9804,998.0010000000002,772.0,1608.0,2524.0,2496.0,30.0,62.0,116.0,170.0,178.0,480.0,760.0,840.0,12.075,29.121400000000005,48.03400000000001,60.03460000000001,qmof-35e2d08_primitive
224.5182,446.0054000000002,801.9995999999998,1122.977,948.0,1904.0,3000.0,3224.0,32.0,66.0,122.0,182.0,188.0,508.0,814.0,940.0,13.566400000000009,31.896600000000003,52.799799999999976,68.51500000000003,qmof-35e2d08_primitive
196.44940000000005,399.8910000000001,730.9803999999995,998.0010000000004,772.0,1608.0,2524.0,2496.0,30.0,62.0,116.0,170.0,178.0,480.0,760.0,840.0,12.07500000000001,29.121400000000005,48.03399999999997,60.03460000000003,qmof-35e2d08_primitive
280.1684,521.475,740.048,640.5090000000002,1526.0,2856.0,4028.0,3504.0,34.0,70.0,92.0,86.0,162.0,352.0,412.0,434.0,19.49620000000001,40.64060000000001,52.8396,49.942200000000014,qmof-305bca1_primitive
280.1684,521.475,740.0479999999999,640.5090000000002,1526.0,2856.0,4028.0,3504.0,34.0,70.0,92.0,86.0,162.0,352.0,412.0,434.0,19.49620000000001,40.64060000000001,52.8396,49.94220000000002,qmof-305bca1_primitive
141.3994,319.56600000000003,553.5604000000001,667.938,622.0,1464.0,2152.0,2172.0,20.0,48.0,84.0,104.0,156.0,504.0,708.0,560.0,8.882,24.516800000000007,38.229200000000006,40.6664,qmof-e5d09ca_primitive
200.0438,396.1892000000001,607.5184,743.0886000000003,6482.0,3002.0,4984.0,6696.0,28.0,58.0,88.0,110.0,146.0,356.0,484.0,486.0,16.2986,32.2638,47.99280000000002,56.94780000000001,qmof-e5d09ca_primitive
140.7114,305.3072,447.22399999999993,500.4330000000001,564.0,1274.0,1616.0,1464.0,22.0,46.0,68.0,78.0,114.0,272.0,352.0,322.0,9.2742,22.0998,30.09400000000001,29.851800000000004,qmof-e5d09ca_primitive
230.5746,515.7630000000001,796.8186000000001,920.7779999999996,954.0,2232.0,3114.0,3192.0,36.0,78.0,120.0,144.0,198.0,486.0,678.0,720.0,15.690000000000005,38.484600000000015,55.72320000000003,60.78240000000002,qmof-6801527_primitive
230.57460000000003,515.7630000000004,796.8186000000003,920.778,954.0,2232.0,3114.0,3192.0,36.0,78.0,120.0,144.0,198.0,486.0,678.0,720.0,15.69000000000001,38.484600000000015,55.7232,60.78240000000001,qmof-6801527_primitive
230.57460000000003,515.7630000000003,796.8186000000003,920.778,954.0,2232.0,3114.0,3192.0,36.0,78.0,120.0,144.0,198.0,486.0,678.0,720.0,15.69000000000001,38.484600000000015,55.72319999999999,60.78240000000001,qmof-6801527_primitive
230.57460000000003,515.7630000000003,796.8186000000002,920.778,954.0,2232.0,3114.0,3192.0,36.0,78.0,120.0,144.0,198.0,486.0,678.0,720.0,15.69000000000001,38.484600000000015,55.723200000000006,60.7824,qmof-6801527_primitive
230.5746,515.7630000000003,796.8186000000002,920.7779999999998,954.0,2232.0,3114.0,3192.0,36.0,78.0,120.0,144.0,198.0,486.0,678.0,720.0,15.690000000000012,38.484600000000015,55.723200000000006,60.78240000000001,qmof-6801527_primitive
230.5746,515.7630000000003,796.8186000000003,920.778,954.0,2232.0,3114.0,3192.0,36.0,78.0,120.0,144.0,198.0,486.0,678.0,720.0,15.690000000000008,38.484600000000015,55.723200000000006,60.78240000000002,qmof-6801527_primitive
230.5746,515.7630000000001,796.8186000000001,920.7779999999996,954.0,2232.0,3114.0,3192.0,36.0,78.0,120.0,144.0,198.0,486.0,678.0,720.0,15.69,38.484600000000015,55.72320000000003,60.78240000000002,qmof-6801527_primitive
230.5746,515.7630000000003,796.8186000000001,920.7779999999998,954.0,2232.0,3114.0,3192.0,36.0,78.0,120.0,144.0,198.0,486.0,678.0,720.0,15.69,38.484600000000015,55.72320000000002,60.78240000000003,qmof-6801527_primitive
83.0244,131.63099999999997,188.4004,175.84500000000003,402.0,624.0,832.0,546.0,10.0,18.0,24.0,24.0,42.0,90.0,88.0,64.0,4.776999999999998,9.1938,11.2792,9.2568,qmof-06731c3_primitive
126.6994,273.513,415.6040000000001,477.83760000000007,6082.0,2328.0,3896.0,5448.0,20.0,42.0,64.0,76.0,106.0,258.0,352.0,360.0,11.7954,23.023000000000007,34.252,39.9308,qmof-06731c3_primitive
302.3228,616.5390000000002,1038.2224,1276.0456000000004,6740.0,3624.0,5884.0,9196.0,46.0,94.0,160.0,200.0,254.0,626.0,832.0,900.0,21.439600000000013,46.09220000000003,70.1704,86.46960000000001,qmof-06731c3_primitive
211.8074,415.4740000000001,689.0758,821.9671999999999,872.0,1708.0,2392.0,2324.0,30.0,60.0,100.0,120.0,160.0,390.0,504.0,500.0,12.379,28.24480000000001,41.3816,44.4504,qmof-1f6f7e3_primitive
211.8074,415.4740000000001,689.0758,821.9671999999999,872.0,1708.0,2392.0,2324.0,30.0,60.0,100.0,120.0,160.0,390.0,504.0,500.0,12.379,28.24480000000001,41.3816,44.4504,qmof-1f6f7e3_primitive
197.6204,406.67400000000015,694.7152000000002,862.4533999999999,674.0,1440.0,1966.0,2114.0,32.0,64.0,112.0,142.0,176.0,436.0,588.0,646.0,11.496000000000002,27.84320000000001,41.389600000000016,48.0694,qmof-bb6a3b9_primitive
197.6204,406.67400000000015,694.7152000000002,862.4533999999999,674.0,1440.0,1966.0,2114.0,32.0,64.0,112.0,142.0,176.0,436.0,588.0,646.0,11.496000000000002,27.84320000000001,41.389600000000016,48.0694,qmof-bb6a3b9_primitive
197.6204,406.67400000000015,694.7152000000002,862.4534,674.0,1440.0,1966.0,2114.0,32.0,64.0,112.0,142.0,176.0,436.0,588.0,646.0,11.496000000000002,27.843200000000014,41.389600000000016,48.0694,qmof-bb6a3b9_primitive
197.6204,406.67400000000015,694.7152000000002,862.4534,674.0,1440.0,1966.0,2114.0,32.0,64.0,112.0,142.0,176.0,436.0,588.0,646.0,11.496000000000002,27.843200000000014,41.389600000000016,48.0694,qmof-bb6a3b9_primitive
197.6204,406.67400000000015,694.7152000000002,862.4534,674.0,1440.0,1966.0,2114.0,32.0,64.0,112.0,142.0,176.0,436.0,588.0,646.0,11.496000000000002,27.843200000000014,41.389600000000016,48.0694,qmof-bb6a3b9_primitive
197.6204,406.67400000000015,694.7152000000002,862.4534,674.0,1440.0,1966.0,2114.0,32.0,64.0,112.0,142.0,176.0,436.0,588.0,646.0,11.496000000000002,27.843200000000014,41.389600000000016,48.0694,qmof-bb6a3b9_primitive
464.962,1023.7650000000004,1605.9876000000002,2071.5660000000016,1858.0,4254.0,6072.0,6660.0,73.0,156.0,246.0,324.0,402.0,1008.0,1446.0,1638.0,30.57690000000001,75.1692,111.39659999999994,131.55119999999994,qmof-9f315fd_primitive
464.962,1023.7650000000004,1605.9876000000002,2071.5660000000016,1858.0,4254.0,6072.0,6660.0,73.0,156.0,246.0,324.0,402.0,1008.0,1446.0,1638.0,30.57690000000001,75.1692,111.39659999999994,131.55119999999994,qmof-9f315fd_primitive
464.962,1023.7650000000004,1605.9876000000002,2071.5660000000016,1858.0,4254.0,6072.0,6660.0,73.0,156.0,246.0,324.0,402.0,1008.0,1446.0,1638.0,30.57690000000001,75.1692,111.39659999999994,131.55119999999994,qmof-9f315fd_primitive
464.962,1023.7650000000004,1605.9876000000002,2071.5660000000016,1858.0,4254.0,6072.0,6660.0,73.0,156.0,246.0,324.0,402.0,1008.0,1446.0,1638.0,30.57690000000001,75.1692,111.39659999999994,131.55119999999994,qmof-9f315fd_primitive
169.56259999999995,342.6229999999999,534.9564,639.1641999999999,722.0,1448.0,2136.0,2506.0,24.0,50.0,80.0,96.0,134.0,340.0,464.0,548.0,10.2808,24.3498,35.7824,42.676000000000016,qmof-d73088d_primitive
63.8532,132.906,186.41,162.23720000000003,246.0,528.0,584.0,350.0,10.0,20.0,28.0,26.0,48.0,108.0,124.0,88.0,4.044199999999999,9.2708,11.4908,8.543399999999998,qmof-d73088d_primitive
183.4444,360.876,604.9903999999999,724.6819999999999,700.0,1392.0,2024.0,2330.0,28.0,56.0,96.0,118.0,152.0,372.0,496.0,592.0,10.8892,25.56400000000001,38.048,45.29340000000001,qmof-d73088d_primitive
199.7744,403.461,628.0203999999998,772.4469999999999,842.0,1728.0,2464.0,2506.0,30.0,62.0,96.0,124.0,158.0,390.0,544.0,580.0,12.987000000000002,30.353400000000008,44.112000000000016,49.98680000000002,qmof-4203cdb_primitive
199.7744,403.461,628.0203999999998,772.4469999999999,842.0,1728.0,2464.0,2506.0,30.0,62.0,96.0,124.0,158.0,390.0,544.0,580.0,12.987000000000002,30.353400000000008,44.112000000000016,49.98680000000002,qmof-4203cdb_primitive
199.7744,403.461,628.0203999999998,772.4469999999999,842.0,1728.0,2464.0,2506.0,30.0,62.0,96.0,124.0,158.0,390.0,544.0,580.0,12.987000000000002,30.353400000000008,44.112000000000016,49.98680000000002,qmof-4203cdb_primitive
199.7744,403.461,628.0203999999998,772.4470000000001,842.0,1728.0,2464.0,2506.0,30.0,62.0,96.0,124.0,158.0,390.0,544.0,580.0,12.986999999999998,30.35340000000001,44.112000000000016,49.98680000000002,qmof-4203cdb_primitive
199.7744,403.4610000000001,628.0204000000002,772.4469999999997,842.0,1728.0,2464.0,2506.0,30.0,62.0,96.0,124.0,158.0,390.0,544.0,580.0,12.987000000000007,30.35340000000001,44.11200000000001,49.9868,qmof-4203cdb_primitive
199.7744,403.4610000000001,628.0204000000002,772.4469999999997,842.0,1728.0,2464.0,2506.0,30.0,62.0,96.0,124.0,158.0,390.0,544.0,580.0,12.987000000000007,30.35340000000001,44.11200000000001,49.9868,qmof-4203cdb_primitive
302.3695999999999,565.4785999999997,852.4331999999998,1042.343,1544.0,2888.0,4272.0,4880.0,36.0,74.0,112.0,142.0,186.0,452.0,636.0,742.0,18.67880000000001,40.314600000000006,59.77120000000001,72.42860000000002,qmof-23796ec_primitive
302.3695999999999,565.4785999999997,852.4331999999998,1042.343,1544.0,2888.0,4272.0,4880.0,36.0,74.0,112.0,142.0,186.0,452.0,636.0,742.0,18.67880000000001,40.314600000000006,59.77120000000001,72.42860000000002,qmof-23796ec_primitive
302.3695999999999,565.4785999999997,852.4331999999998,1042.343,1544.0,2888.0,4272.0,4880.0,36.0,74.0,112.0,142.0,186.0,452.0,636.0,742.0,18.67880000000001,40.314600000000006,59.77120000000001,72.42860000000002,qmof-23796ec_primitive
154.4044,306.56100000000004,486.2404,592.6819999999999,694.0,1392.0,2080.0,2264.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,476.0,10.067799999999998,23.33100000000001,34.8104,40.55,qmof-19f07bd_primitive
